CourseID,CourseNumber,CourseTitle,TitleShortDescription,MinCredit,MaxCredit
1,B403,17th Century Literature,17th Century Literature,3,NULL
2,B410,18th Century Literature,18th Century Literature,3,NULL
3,B103,2-Dimensional Design,2-Dimensional Design,3,NULL
4,B104,3-Dimensional Design,3-Dimensional Design,3,NULL
5,B312,Abnormal Behavior in Children,Abnormal Behavior in Children,3,NULL
6,B311,Abnormal Psychology,Abnormal Psychology,3,NULL
7,B410,Abstract Algebra I,Abstract Algebra I,3,NULL
8,B411,Abstract Algebra II,Abstract Algebra II,3,NULL
9,B345,Accounting Information Systems,Accounting Information Systems,3,NULL
10,B632,Action Research for Lit Edu,Action Research for Lit Edu,3,NULL
11,B645,Action Research for Literacy,Action Research for Literacy,3,NULL
12,B432,Adolescent Literature & Devel,Adolescent Literature & Devel,3,NULL
13,B326,Adult Health Nursing I,Care of Adults with Acute & Ch,3,NULL
14,B425,Adult Health Nursing II,Care of High Acuity Adults/Eld,3,NULL
15,B302,Adv Composition and Grammar,Adv Composition and Grammar,3,NULL
16,B301,Adv Conversation and Grammar,Adv Conversation and Grammar,3,NULL
17,B417,Adv Span for Bus and Professns,Adv Span for Bus and Professns,3,NULL
18,B437,Advanced Accounting,Advanced Accounting,3,NULL
19,B420,Advanced Ceramics,Advanced Ceramics,3,NULL
20,B485,Advanced Club Management,Advanced Club Management,3,NULL
21,B302,Advanced Comp and Grammar,Advanced Comp and Grammar,3,NULL
22,B465,Advanced Digital Photography,Advanced Digital Photography,3,NULL
23,B395,Advanced Directed Studies Biol,Advanced Directed Studies Biol,1,4
24,B370,Advanced Drawing,Advanced Drawing,3,NULL
25,B431,Advanced Drawing II,Advanced Drawing II,3,NULL
26,B635,Advanced Educational Psych,Advanced Educational Psych,3,NULL
27,B498,Advanced Independent Study,Advanced Independent Study,1,6
28,B412,Advanced Painting,Advanced Painting,3,NULL
29,B417,Advanced Printmaking,Advanced Printmaking,3,NULL
30,B494,Advanced Research Methods Psyc,Advanced Research Methods Psyc,3,NULL
31,B427,Advanced Sculpture,Advanced Sculpture,3,NULL
32,B501,Advanced Statistical Methods,Advanced Statistical Methods,3,NULL
33,B520,Advanced Topics Database Sys,Advanced Topics Database Sys,3,NULL
34,B460,Advanced Writing,Professional Writing Workshop,3,NULL
35,B107,Aerobic Fitness,Aerobic Fitness,1,NULL
36,B352,Africa from 1880,Africa from 1880,3,NULL
37,B428,African-American Literature,African-American Literature,3,NULL
38,B309,Age of Renaissance,Age of Renaissance,3,NULL
39,B310,Age of the Reformation,Age of the Reformation,3,NULL
40,B146,Algorithmic Design II,Object-Oriented Programming II,4,NULL
41,B469,American Legal History,American Legal History,3,NULL
42,B287,American Literature,American Literatures,3,NULL
43,B421,American Literature 1830-1860,American Literature 1830-1860,3,NULL
44,B422,American Literature 1860-1910,American Literature 1860-1910,3,NULL
45,B287,American Literatures,American Literatures,3,NULL
46,B468,American Military Experience,American Military Experience,3,NULL
47,B201,American National Government,American National Government,3,NULL
48,B450,Analysis I,Analysis I,3,NULL
49,B451,Analysis II,Analysis II,3,NULL
50,B232,Anatomy,Anatomy,4,NULL
51,B352,Anth of Magic and Religion,Anth of Magic and Religion,3,NULL
52,B344,Anthropology of Tourism,Anthropology of Tourism,3,NULL
53,B212,Applied Psychology,Applied Psychology,3,NULL
54,B314,Applied Sociology,Applied Sociology,3,NULL
55,B325,Argumentation and Debate,Advocacy and Opposition,3,NULL
56,B330,Arts in Elementary Education,Arts in Elementary Education,3,NULL
57,B303,Asian Theaters,Asian Theaters,3,NULL
58,B624,Assessment & Instructional,Assessment & Instructional,3,NULL
59,B312,Assessment & Physical Exam,Assessment & Physical Exam,3,NULL
60,B425,Assessment Lit for ECE Teacher,Assessment Lit for ECE Teacher,3,NULL
61,B625,Assessment Strategies for Read,Assessment Strategies for Read,3,NULL
62,B485,Auditing,Auditing,3,NULL
63,B431,Bacteriology,Bacteriology,3,NULL
64,B431L,Bacteriology Laboratory,Bacteriology Laboratory,1,NULL
65,B221,Basic Concpt  Elementary Mth I,Basic Concpt  Elementary Mth I,3,NULL
66,B222,Basic Concpt Elementary Mth II,Basic Concpt Elementary Mth II,3,NULL
67,B112,Basic Drawing II,Basic Drawing II,3,NULL
68,B101,Basic Health,Basic Health,3,NULL
69,B112,Basketball,Basketball,1,NULL
70,B101,Beginning French I,Beginning French I,3,NULL
71,B102,Beginning French II,Beginning French II,3,NULL
72,B101,Beginning German,Beginning German,3,NULL
73,B102,Beginning German II,Beginning German II,3,NULL
74,B101,Beginning Spanish I,Beginning Spanish I,3,NULL
75,B102,Beginning Spanish II,Beginning Spanish II,3,NULL
76,B475,Beverages in Food Service Est,Beverages in Food Service Est,3,NULL
77,B351,Beyond the Classroom I,Beyond the Classroom I,3,NULL
78,B111,Biblical History and Literatur,Biblical History and Literatur,3,NULL
79,B312,Bioethics,Bioethics,3,NULL
80,B450,Biological Oceanography,Biological Oceanography,4,NULL
81,B101,Biological Principles I,Biological Principles I,4,NULL
82,B102,Biological Principles II,Biological Principles II,4,NULL
83,B361,Biological Psychology,Biological Psychology,3,NULL
84,B498,Biological Research:An Intro,Biological Research:An Intro,4,NULL
85,B100H,Biology Honors Seminar,Biology Honors Seminar,1,NULL
86,B411,Biology of Marine Organisms,Biology of Marine Organisms,4,NULL
87,B310,Biophysical Pathology,Pathophysiology,3,NULL
88,B415,Black Americans,Black Americans,3,NULL
89,B113,Bowling,Bowling,1,NULL
90,B411,British Romantic Literature,British Romantic Literature,3,NULL
91,B250,Broadcast Design 1,Broadcast Design 1,3,NULL
92,B423,Busi & Prac of Personal Train,Busi & Prac of Personal Train,3,NULL
93,B345,Business Communications,Business Communications,3,NULL
94,B379,Business Ethics,Business Ethics,3,NULL
95,B363,Business Finance,Business Finance,3,NULL
96,B396,Business Research Methods,Business Research Methods,3,NULL
97,B316,Business Spanish,Business Spanish,3,NULL
98,B463,Business Writing,Workplace Writing,3,NULL
99,B122,Calculus for Business Adm SSci,Calculus for Business Adm SSci,3,NULL
100,B141,Calculus I,Calculus I,4,NULL
101,B142,Calculus II,Calculus II,4,NULL
102,B240,Calculus III,Calculus III,4,NULL
103,B650,Capstone: Literacy Coaching,Capstone: Literacy Coaching,3,NULL
104,B441,Capstone: Prof Nurs Project,Capstone: Prof Nurs Project,5,NULL
105,B326,Care of Adults with Acute & Ch,Care of Adults with Acute & Ch,3,NULL
106,B356,Care of Childbearing Families,Care of Childbearing Families,3,NULL
107,B358,Care of Children,Care of Children,3,NULL
108,B425,Care of High Acuity Adults/Eld,Care of High Acuity Adults/Eld,3,NULL
109,B412,Care of Indiv with Mental & Ad,Care of Indiv with Mental & Ad,3,NULL
110,B250,Career and Life Planning,Career and Life Planning,1,NULL
111,B435,Career Prep & Transitions,Career Prep & Transitions,2,NULL
112,B390,Careers in Hospitality/Tourism,Careers in Hospitality/Tourism,1,NULL
113,B372,Catering Management,Catering Management,3,NULL
114,B302L,Cell and Molecular Bio Lab,Cell and Molecular Bio Lab,1,NULL
115,B302,Cell and Molecular Biology,Cell and Molecular Biology,3,NULL
116,B220,Ceramics I,Ceramics I,3,NULL
117,B320,Ceramics II,Ceramics II,3,NULL
118,B321,Ceramics III,Ceramics III,3,NULL
119,B345,Character Design & Look Develo,Character Design & Look Develo,3,NULL
120,B401,Chaucer's Works,Chaucer's Works,3,NULL
121,B109,Chemistry of Living Things,Chemistry of Living Things,4,NULL
122,B358,Children's Health Nursing,Care of Children,3,NULL
123,B320,Chronic Disease & Risk Reducti,Chronic Disease & Risk Reducti,3,NULL
124,B320,Chronic Disease/Risk Reduction,Chronic Disease/Risk Reduction,3,NULL
125,B472,Cinema,Cinema,3,NULL
126,B320,"Cirriculum Plan, Dev and Assmt","Curriculum Plan, Dev and Assmt",3,NULL
127,B404,Civil War and Reconstr 1860-77,Civil War and Reconstr 1860-77,3,NULL
128,B202C,Clincal Care & Intro to Nursin,Clincal Care & Intro to Nursin,3,NULL
129,B425C,Clincal Care of High Acuity Ad,Clincal Care of High Acuity Ad,3,NULL
130,B422C,Clinical Care in Public & Comm,Clinical Care in Public & Comm,3,NULL
131,B326C,Clinical Care of Adults w/ Acu,Clinical Care of Adults w/ Acu,3,NULL
132,B360C,Clinical Care of Childbearing,Clinical Care of Childbearing,3,NULL
133,B100,Clinical Obsrvation & Analysis,Clinical Obsrvation & Analysis,3,NULL
134,B210,Clinical Obsrvation & Analysis,ABEYANCE Clin Obsrv & Analysis,3,NULL
135,B320,Clinical Pharmacology,Pharmacologic Interventions,3,NULL
136,B430C,Clinical Synthesis & Seminar,Clinical Synthesis & Seminar,3,NULL
137,B285,Club Management,Club Management,3,NULL
138,B385,Club Management,Club Management,3,NULL
139,B215,Coastal Enviroments of S.E. US,Coastal Enviroments of S.E. US,3,NULL
140,B215L,Coastal Environments Lab,Coastal Environments Lab,1,NULL
141,B401,Cognitive Psychology,Cognitive Psychology,3,NULL
142,B354,Collective Behavior,Collective Behavior,3,NULL
143,B111,College Algebra,College Algebra,3,NULL
144,B111E,College Algebra Extension,College Algebra Extension,1,NULL
145,B310,College Athletics,College Athletics,3,NULL
146,B324,Commercial Law,Commercial Law,3,NULL
147,B202,Communication & Cultural Comp,Communication & Cultural Comp,3,NULL
148,B400,Communication & Pop culture,Communication & Pop culture,3,NULL
149,B220,Communication and Pop Culture,ABEYANCE Comm and Pop Culture,3,NULL
150,B342,Communication in Sports,Communication in Sports,3,NULL
151,B303,Communication Law,Communication Law,3,NULL
152,B490,Communication Studies Capstone,Communication Studies Capstone,3,NULL
153,B255,Communication Studies Research,Communications Studies Researc,3,NULL
154,B255,Communications Studies Researc,Communications Studies Researc,3,NULL
155,B418,Community & Pub Health Nursing,Community & Pub Health Nursing,3,NULL
156,B418,Community Health Nursing,Community & Pub Health Nursing,3,NULL
157,B352,Community Project II,Community Project II,3,NULL
158,B415,Community Psychology,Community Psychology,3,NULL
159,B499,Comp Science Co-Op/Internship,Comp Science Co-Op/Internship,1,3
160,B203,Comparative Religion,Comparative Religion,3,NULL
161,B452,Complex Analysis,Complex Analysis,3,NULL
162,B101,Composition,Composition & Rhetoric,3,NULL
163,B101,Composition & Rhetoric,Composition & Rhetoric,3,NULL
164,B102,Composition and Literature,Composition and Literature,3,NULL
165,B104,Comptr Programming Techniques,Comptr Programming Techniques,3,NULL
166,B280,Computational Mathematics,Computational Mathematics,4,NULL
167,B365,Computer Graphics,Computer Graphics,3,NULL
168,B290,Computer Info Systems in Bus,Computer Info Systems in Bus,3,NULL
169,B207,Computer System Administration,Computer System Administration,3,NULL
170,B104,Computing in Matlab,Comptr Programming Techniques,3,NULL
171,B105,"Concepts, Comm, Calculations","Concepts, Comm, Calculations",3,NULL
172,B364,Conference and Mtg Planning,Conference and Mtg Planning,3,NULL
173,B212,Conflicting Images of Man,Philosophy of Human Nature,3,NULL
174,B471,Conservation Biology,Conservation Biology,4,NULL
175,B455,Consumer Behavior,Consumer Behavior,3,NULL
176,B312,Contemp Cross-Cult Analysis,Contemp Cross-Cult Analysis,3,NULL
177,B317,Contemp Euro World War I to II,Contemp Euro World War I to II,3,NULL
178,B426,Contemporary American Lit,Contemporary American Lit,3,NULL
179,B101,Contemporary Business,Contemporary Business,3,NULL
180,B211,Contemporary Moral Issues,Contemporary Moral Issues,3,NULL
181,B301,Contemporary Pro Nursing Pract,Contemporary Pro Nursing Pract,3,NULL
182,B629,Content Area Reading & Writing,Content Area Reading & Writing,3,NULL
183,B429,Content Literacy for Sec Teach,Content Literacy for Sec Teach,3,NULL
184,B419,Content Literacy for Secondary,Content Literacy for Secondary,3,NULL
185,B111,Controv in American Politics,Controv in American Politics,3,NULL
186,B355,Cost Accounting,Cost Accounting,3,NULL
187,B222,Creative Writing across Curric,Creative Writing across Curric,3,NULL
188,B303,Critical Social Theories,Critical Social Theories,3,NULL
189,B301,Cruise Line Management,Cruise Line Management,3,NULL
190,B455,Cryptography,Cryptography,3,NULL
191,B322,Cultural Diversity in Educ,Cultural Diversity in Educ,3,NULL
192,B380,Cultural Psychology,Cultural Psychology,3,NULL
193,B410A,Current Issues,Current Issues: Resort/Condo,3,NULL
194,B410B,Current Issues: Destination,Current Issues: Destination,3,NULL
195,B410A,Current Issues: Resort/Condo,Current Issues: Resort/Condo,3,NULL
196,B342,Curriculum Plan and Dev in ECE,Curriculum Plan and Dev in ECE,3,NULL
197,B320,"Curriculum Planning,Technology","Curriculum Planning,Technology",3,NULL
198,B516,Data Communications & Networks,Data Communications & Networks,3,NULL
199,B522,Data Mining,Data Mining,3,NULL
200,B466,Data Visualization,Data Visualization,3,NULL
201,B566,Data Visualization,Data Visualization,3,NULL
202,B420,Database Mgmt Systems II,Database Mgmt Systems II,3,NULL
203,B320,Database Systems and Mgmt,Database Systems and Mgmt,3,NULL
204,B321,Database-Driven Application Dv,Database-Driven Application Dv,3,NULL
205,B320,Databse Management Sys I,Databse Management Sys I,3,NULL
206,B202,Decision Making in Conc Based,Decision Making in Conc Based,3,NULL
207,B111,Descriptive Astronomy I,Descriptive Astronomy I,3,NULL
208,B111L,Descriptive Astronomy I Lab,Descriptive Astronomy I Lab,1,NULL
209,B211,Descriptive Astronomy II,Descriptive Astronomy II,3,NULL
210,B211L,Descriptive Astronomy II Lab,Descriptive Astronomy II Lab,1,NULL
211,B235,Destination Marketing,Destination Marketing,3,NULL
212,B453,Dev of the English Language,Histories of the English Lang,3,NULL
213,B405,Developmental Biology I,Developmental Biology I,3,NULL
214,B405L,Developmental Biology I Lab,Developmental Biology I Lab,1,NULL
215,B623,Differentiation in Read Instr,Differentiation in Read Instr,3,NULL
216,B210,Digital Animation 1,Digital Animation 1,3,NULL
217,B310,Digital Animation 2,Digital Animation 2,3,NULL
218,B216,Digital Comm Technologies,Digital Comm Technologies,3,NULL
219,B145,Digital Imaging,Digital Imaging,3,NULL
220,B211,Digital Logic Design,Digital Logic Design,3,NULL
221,B262,Digital Photography I,Digital Photography I,3,NULL
222,B363,Digital Photography II,Digital Photography II,3,NULL
223,B364,Digital Photography III,Digital Photography III,3,NULL
224,B295,Directed Studies in Biology,Directed Studies in Biology,1,4
225,B390,Directed Studio Art Internship,Directed Studio Art Internship,3,NULL
226,B333,Directing,Directing,3,NULL
227,B174,Discrete Math for Computer Sci,Discrete Math for Computer Sci,3,NULL
228,B307,Documentary Theory & Aesthetic,Documentary Theory & Aesthetic,3,NULL
229,B111,Drawing I,Drawing I,3,NULL
230,B212,Drawing II,Drawing II,3,NULL
231,B330,Drawing III,Drawing III,3,NULL
232,B437,Early Childhood Science Experi,Early Childhood Science Experi,3,NULL
233,B405,Early Shakespeare,Early Shakespeare,3,NULL
234,B301,Ecology and Evolution,Ecology and Evolution,3,NULL
235,B301L,Ecology and Evolution Lab,Ecology and Evolution Lab,1,NULL
236,B211,Editing and Publ Prac PEN,Editing and Publishing Prac,1,NULL
237,B211,Editing and Publishing  PEN,Editing and Publishing Prac,1,NULL
238,B211,Editing and Publishing PEN,Editing and Publishing Prac,1,NULL
239,B211,Editing and Publishing Prac,Editing and Publishing Prac,1,NULL
240,B211,Editing and Publishing: MRR,Editing and Publishing Prac,1,NULL
241,B211,Editing and Publishing: PEN,Editing and Publishing Prac,1,NULL
242,B620,"Educ Research, Design & Analy","Educ Research, Design & Analy",3,NULL
243,B340,Education of the Young Child,Education of the Young Child,3,NULL
244,B242,Elementary Differential Equatn,Elementary Differential Equatn,3,NULL
245,B201,Elementary Statistics,Elementary Statistics,3,NULL
246,B220,Elementary Statistics for Soc,Elementary Statistics for Soc,3,NULL
247,B211,Eng Graphics and Visualization,Eng Graphics and Visualization,3,NULL
248,B491,English Capstone,English Capstone,1,NULL
249,B288,English Literature I,English Literatures to 18th C,3,NULL
250,B289,English Literature II,English Literatures from 18th,3,NULL
251,B289,English Literatures from 18th,English Literatures from 18th,3,NULL
252,B288,English Literatures to 18th C,English Literatures to 18th C,3,NULL
253,B105,Enhanced Composition,Enhanced Composition,3,NULL
254,B106,Enhanced Composition and Lit,Enhanced Composition and Lit,3,NULL
255,B380,Entrepreneurship,Entrepreneurship,3,NULL
256,B211,Essentials of Physics I,Essentials of Physics I,3,NULL
257,B211L,Essentials of Physics I Lab,Essentials of Physics I Lab,1,NULL
258,B212,Essentials of Physics II,Essentials of Physics II,3,NULL
259,B212L,Essentials of Physics II Lab,Essentials of Physics II Lab,1,NULL
260,B331L,Essentials Organic Chem Lab I,Essentials Organic Chem Lab I,1,NULL
261,B332L,Essentials Organic Chem Lab II,Essentials Organic Chem Lab II,1,NULL
262,B450,"Ethical Decision-Making, Legal","Ethical Decision-Making, Legal",3,NULL
263,B318,Ethical Hacking,Ethical Hacking,3,NULL
264,B102,Euro Civ from the Mid-17th Cen,Euro Civ from the Mid-17th Cen,3,NULL
265,B101,Euro Civ to Mid 17th Century,Euro Civ to Mid 17th Century,3,NULL
266,B318,Euro World War II to Present,Euro World War II to Present,3,NULL
267,B240,Event Promotion,Event Promotion,3,NULL
268,B410,Examining Health Inequalities,Examining Health Inequalities,3,NULL
269,B101,Experiential Mathematics,Experiential Mathematics,3,NULL
270,B150,Explore Nurs/Health Profession,Pre-Nurs Student in the Univ,1,NULL
271,B390,Family Communication,Family Communication,3,NULL
272,B351,Family Cross-Cult Perspective,Family Cross-Cult Perspective,3,NULL
273,B345,Family Life in Early Childhood,Family Life in Early Childhood,3,NULL
274,B345,Festival Community Event Plann,Festival Community Event Plann,3,NULL
275,B465,Fiction Workshop,Fiction Workshop,3,NULL
276,B390,Field Experience in Health Pro,Field Experience in Health Pro,3,NULL
277,B390,Field Experience Public Health,Field Experience Public Health,3,NULL
278,B421,Finance & Revenue Management,Finance & Revenue Management,3,NULL
279,B364,Financial Institutions,Financial Institutions,3,NULL
280,B421,Financial Management,Finance & Revenue Management,3,NULL
281,B210,Financial Reasoning,Financial Reasoning,3,NULL
282,B170,Finite Mathematics,Finite Mathematics,3,NULL
283,B324,Food & Culture,Food & Culture,3,NULL
284,B447,Food Science,Food Science,3,NULL
285,B360,"Food, Hospitality and Culture",Food & Culture,3,NULL
286,B451,Forensic Tech and Data Analys,Forensic Tech and Data Analys,3,NULL
287,B110,Formal Logic: Deduction & Infe,Formal Logic: Deduction & Infe,3,NULL
288,B321,Foundations of American Edu,Foundations of American Edu,3,NULL
289,B202,Foundations of Coaching,Foundations of Coaching,2,NULL
290,B331,Foundations of Geometry,Foundations of Geometry,3,NULL
291,B318,Foundations of Reading,Foundations of Reading,3,NULL
292,B619,Foundations of Reading,Foundations of Reading,3,NULL
293,B319,Foundations of Reading Sec Tea,Foundations of Reading Sec Tea,3,NULL
294,B325,Fraud Examination,Fraud Examination,3,NULL
295,B290,French Lit in Translation,French Lit in Translation,3,NULL
296,B312,French Rev and Napoleonic Era,French Rev and Napoleonic Era,3,NULL
